ph	Hardness	Solids	Chloramines	Sulfate	Conductivity	Organic_carbon	Trihalomethanes	Turbidity	Potability
6.532.097.273.862.360	16.339.624.094.615.600	8.240.812.709.357.400	66.415.434.448.154.300	402.836.817.024.057	6.010.329.818.069.800	17.896.127.996.023.000	5.502.240.724.056.800	4.599.324.041.143.380	1
78.339.804.823.343.500	20.316.940.807.403.300	11.174.274.760.041.000	6.246.502.454.638.370	39.489.080.921.262.900	3.382.311.222.952.330	1.627.659.187.441.750	4.793.163.884.172.690	4.254.477.177.044.030	1
11.563.169.064.627.800	17.494.286.203.820.400	19.359.428.816.294.100	6.495.619.338.516.960	3.324.464.897.935.940	3.663.126.720.990.370	17.529.526.423.098.100	3.843.119.971.063.830	51.072.360.139.702.600	1
6.782.868.548.051.970	1.961.825.584.839.220	25.366.797.904.809.800	7.200.358.354.772.000	3.124.265.913.272.510	4.350.945.740.311.390	12.118.474.640.738.800	7.634.799.427.084.870	5.468.590.847.062.820	1
8.288.765.459.923.360	2.114.527.442.696.990	1.123.404.147.072.330	6.385.510.463.793.110	3.608.433.114.643.930	5.250.886.107.113.270	1.509.857.050.087.340	629.999.988.960.557	35.805.234.612.779.100	1
7.528.980.405.257.180	22.534.098.627.618.300	8.129.734.919.236.010	6.305.472.316.742.180	30.923.124.664.725.500	37.933.929.307.719.800	169.619.443.701.651	6.426.578.715.980.340	3.644.409.765.433.970	1
9.764.658.133.573.880	11.916.401.026.970.000	3.878.145.742.184.300	933.463.209.267.385	3.802.306.339.146.780	5.123.318.462.889.420	14.967.733.008.954.600	59.193.176.374.404.200	30.245.711.775.061.400	1
1.019.166.523.931.880	2.115.669.044.691.550	13.630.047.308.080.300	6.524.476.298.997.720	29.704.906.565.566.200	4.683.713.868.157.800	1.741.174.670.809.830	7.272.057.259.665.720	3.403.422.697.598.260	1
29.251.743.203.391	26.045.804.113.718.800	3.923.309.883.885.380	76.701.494.862.203.900	30.340.207.845.554.800	4.032.437.351.708.760	11.309.210.335.190.500	6.923.844.469.184.570	36.785.882.211.922.600	1
6.657.793.590.506.100	2.055.431.757.498.280	18.844.037.030.605.900	67.342.280.682.127	3.633.979.300.571.840	5.558.990.376.906.730	800.696.575.983.045	6.693.478.170.794.140	38.689.257.015.176.800	1
7.005.230.139.691.340	21.992.199.744.788.400	2.659.758.644.737.420	7.351.021.452.283.110	33.358.372.260.341.600	3.795.988.064.306.420	13.284.690.658.476.500	9.896.538.914.467.110	35.898.657.604.833.000	1
63.927.604.591.581.900	2.166.755.430.239.580	19.323.677.250.204.600	59.064.054.859.095.400	28.320.551.707.712.600	35.817.449.357.422	14.982.646.221.169.500	4.158.660.591.244.360	4.421.528.142.053.670	1
6.088.022.489.133.800	16.227.835.703.062.400	23.567.132.875.413.000	7.698.581.722.505.340	37.283.508.111.883.500	38.797.063.524.700.500	13.663.607.288.456.800	7.526.606.429.841.080	41.730.834.964.326.700	1
39.613.890.465.892.500	1.730.296.406.068.640	2.402.840.540.573.660	8.005.631.016.283.630	39.100.229.976.494.200	4.447.942.767.179.920	1.994.527.978.794.790	598.345.407.453.442	409.296.589.972.163	1
4.275.159.672.976.750	22.944.310.905.713.400	26.098.637.956.382.400	6.525.202.657.012.250	2.818.968.271.540.710	5.087.920.977.971.780	1.613.320.320.017.990	6.665.419.278.262.640	37.328.560.505.382.900	1
7.301.903.491.347.540	2.244.678.021.721.820	2.356.517.840.440.940	7.554.047.401.387.340	28.012.948.490.340.000	4.873.333.212.872.410	852.486.424.037.835	689.401.927.682.938	34.306.991.879.662.200	1
10.893.484.732.796.800	1.777.343.572.839.610	25.702.518.673.064.500	7.659.830.108.984.320	31.239.933.537.243.300	3.831.995.849.168.960	17.472.109.258.923.600	42.814.569.558.862.200	36.349.703.957.714.300	1
11.496.702.452.694.100	1.959.894.858.228.120	14.158.157.282.676.400	7.235.224.038.451.390	3.119.650.932.551.040	3.575.225.994.193.590	19.321.722.436.123.000	823.500.128.272.474	31.322.532.960.748.000	1
5.808.238.633.928.160	195.514.515.850.357	4.311.050.372.146.360	736.881.918.172.737	2.819.189.182.328.980	32.583.135.972.889.200	150.470.187.768.193	5.129.479.155.514.980	4.819.063.730.480.000	1
7.783.305.612.895.870	19.681.595.194.379.300	24.789.354.734.008.800	6.548.497.477.825.050	33.103.677.627.792.800	3.727.649.817.493.210	12.066.181.756.715.700	14.343.161.445.011.100	5.045.619.628.382.060	1
6.316.470.521.496.120	18.703.011.599.287.900	32.651.802.764.338.700	814.917.752.207.392	3.142.083.463.145.690	463.341.216.610.962	14.243.420.688.434.300	6.026.917.985.417.950	4.902.735.485.533.550	1
7.057.552.645.613.950	1.776.743.050.279.600	1.312.914.984.194.090	7.312.352.352.015.040	36.732.853.334.861.100	39.374.049.720.012.100	1.635.632.042.721.560	5.384.179.687.791.040	4.486.402.626.885.760	1
4.850.104.171.409.930	18.667.617.584.140.700	32.808.307.503.166.200	7.496.262.512.744.350	29.375.792.693.247.000	3.927.004.931.377.770	1.063.076.914.845.360	8.515.798.297.045.510	38.853.855.181.381.700	1
45.609.165.358.431.600	16.577.311.891.837.100	22.939.144.376.705.900	7.988.231.917.996.350	35.279.352.781.641.900	32.378.327.706.621.900	13.564.150.123.175.800	7.931.658.520.116.310	41.236.217.363.003	1
9.130.828.108.445.350	2.097.430.437.506.690	1.164.366.347.576.500	6.594.682.306.630.480	32.639.457.684.376.600	5.096.617.816.298.280	1.127.406.477.237.570	6.752.828.789.958.570	30.741.343.047.001.800	1
4.233.558.617.035.270	19.497.504.391.444.700	22.185.763.962.956.300	7.116.809.283.709.960	37.784.690.251.994.600	3.558.170.972.680.050	14.859.198.260.426.900	6.201.638.317.164.700	35.156.720.788.235.400	1
55.710.197.113.162.600	18.972.822.915.067.900	26.138.097.610.454.800	883.276.202.975.628	3.618.555.486.279.910	43.405.125.330.700.900	16.166.931.044.063.900	8.872.737.265.705.480	3.931.306.748.154.380	1
852.714.249.773.106	21.739.477.847.982.200	341.308.163.340.648	5.670.027.421.051.010	33.763.107.330.577.700	6.156.111.669.278.920	14.926.750.990.277.000	8.259.015.204.505.810	2.649.423.905.095.600	1
890.373.377.508.948	194.216.275.243.167	13.319.495.705.340.600	556.689.579.210.772	32.342.436.241.769.900	3.173.492.443.408.260	17.130.157.597.690.600	6.142.879.054.902.780	4.365.169.641.644.010	1
9.459.930.509.926.660	2.228.946.593.280.200	1.445.017.574.688.160	6.790.913.893.753.410	2.937.463.205.417.180	43.314.500.491.511.900	906.916.147.795.522	679.068.127.249.165	3.322.889.737.953.820	1
6.040.281.662.132.790	13.977.087.229.812.900	20.472.874.587.935.100	6.810.977.797.798.220	35.759.327.686.624.200	488.274.930.061.853	15.882.251.676.006.100	5.327.904.170.282.590	57.615.803.220.339	1
466.349.219.217.203	17.095.182.960.133.200	4.145.262.557.425.520	8.725.765.390.191.520	36.241.541.871.734.100	37.814.900.015.553.100	16.274.051.010.453.200	6.061.875.414.807.430	37.422.934.542.026.700	1
5.726.336.215.779.150	19.175.228.971.567.400	35.899.280.308.832.700	8.066.654.024.034.830	37.877.460.459.455.600	3.079.875.511.048.970	12.568.720.680.384.300	6.019.235.078.048.570	39.122.890.818.469.800	1
4.281.522.088.672.810	18.878.357.657.425.500	22.330.466.787.311.000	69.576.761.985.003	3.251.608.189.718.760	30.669.250.419.342.800	16.274.856.570.389.700	8.259.522.269.221.160	43.711.671.683.417.700	1
6.825.647.036.962.720	17.684.106.250.266.500	12.838.914.372.603.700	5.792.424.747.539.260	3.937.986.481.897.200	44.728.911.533.409.500	15.821.346.313.772.100	10.423.094.917.140.600	28.044.803.845.141.900	1
7.285.371.191.083.490	1.691.491.900.053.620	1.737.597.074.480.390	9.404.687.307.260.870	3.940.924.239.939.010	37.319.028.214.907.400	1.526.050.985.862.260	8.079.598.527.078.590	36.944.820.469.170.400	1
5.984.941.214.650.300	18.077.656.166.876.400	332.445.555.969.906	8.086.517.016.563.960	3.647.063.936.622.210	39.297.101.966.926.200	204.718.167.641.509	5.014.160.181.649.650	34.886.752.740.390.800	1
5.368.988.344.377.340	25.066.091.599.510.900	15.973.686.891.197.100	64.162.983.065.822.800	27.715.193.765.979.000	33.481.995.443.651.500	15.684.362.016.443.400	4.404.038.216.824.280	3.737.882.779.977.890	1
4.016.590.232.603.380	2.556.165.687.786.070	28.612.266.106.918.000	7.340.595.024.194.950	29.069.066.132.670.600	44.238.511.819.344.400	9.305.732.858.145.570	7.134.213.154.493.880	4.417.134.152.553.980	1
7.719.000.805.137.060	19.600.751.839.185.200	13.939.294.022.009.900	6.935.550.714.808.680	34.565.366.218.004.000	42.320.353.345.406.700	16.836.785.518.971.200	8.933.864.945.678.340	28.848.187.710.564.200	1
59.837.312.940.398.800	221.557.383.042.121	18.438.823.394.600.900	6.654.372.296.073.140	3.167.789.989.670.840	4.435.439.340.412.610	19.136.378.721.396.800	5.366.182.298.741.660	38.493.827.697.965.600	1
8.847.880.710.565.020	19.070.085.322.501.600	11.705.072.281.969.900	6.663.397.069.642.290	38.059.249.104.930.200	3.864.641.507.477.810	16.319.104.528.451.300	856.936.490.771.539	4.143.450.991.614.010	1
7.561.832.947.775.750	17.017.515.725.558.600	232.540.096.194.587	7.583.326.752.098.480	32.870.262.970.472.300	3.975.879.743.330.800	16.140.317.275.067.900	6.674.678.059.247.340	403.215.034.240.876	1
3.832.917.408.963.560	21.872.383.999.456.600	235.350.289.007.381	6.475.402.064.091.600	3.525.058.975.751.750	42.118.347.801.492.600	19.273.560.508.946.600	589.036.980.330.163	4.768.660.397.450.630	1
3.730.128.006.866.970	2.302.994.554.356.190	16.892.895.661.907.400	6.997.171.606.989.550	3.235.204.705.490.750	4.569.057.035.035.980	10.342.145.618.690.500	4.709.550.576.962.260	4.943.032.174.246.390	1
5.801.571.267.427.690	2.018.924.736.726.690	15.327.879.723.449.300	68.606.473.723.156.100	32.893.258.536.876.300	28.108.503.234.854.800	1.981.248.366.998.550	553.975.636.525.551	442.537.756.358.649	1
66.282.561.973.074.900	1.988.657.430.258.760	15.911.357.508.753.100	7.517.905.882.543.810	3.420.159.239.506.880	4.379.186.252.990.830	15.005.741.987.372.400	38.845.957.626.109.100	44.644.571.840.967.700	1
31.020.755.653.395.500	19.848.865.056.001.700	4.514.880.811.766.020	7.821.650.422.876.530	32.464.407.957.923.500	4.272.167.644.660.190	1.553.012.277.971.630	54.574.254.304.233.300	42.480.753.693.420.400	1
4.497.585.145.008.650	19.393.651.490.709.800	27.768.382.870.133.500	69.063.478.052.980.100	3.304.307.003.631.260	5.560.329.223.405.590	22.618.411.189.092	812.658.162.848.684	4.965.738.556.348.030	1
5.584.124.358.081.070	20.375.642.576.459.400	2.999.998.700.535.760	7.213.328.663.165.360	3.106.602.841.265.490	36.655.813.120.218.100	1.418.302.517.343.840	658.812.708.385.787	38.527.318.927.484.200	1
1.033.127.327.592.510	1.664.597.794.561.190	15.824.822.709.011.000	6.396.364.451.731.400	36.115.617.848.879.400	37.610.210.376.383.100	13.844.331.102.652.700	520.573.806.035.065	267.344.087.146.352	1
6.931.244.178.141.830	20.758.895.345.663.600	2.435.947.041.421.290	7.222.004.281.417.240	3.138.197.130.852.320	47.706.297.483.944.100	16.495.091.950.906.800	7.504.191.395.375.860	489.795.711.765.109	1
558.246.981.997.149	17.233.158.423.726.500	23.512.837.957.229.000	8.011.316.209.784.850	3.644.834.216.194.260	4.520.807.653.778.560	16.472.044.685.086.900	9.504.565.793.385.630	4.048.113.258.131.360	1
7.992.749.619.333.380	19.360.913.765.381.500	14.610.412.832.162.900	7.218.904.024.289.110	3.324.687.554.468.500	4.686.029.981.020.900	10.877.062.198.437.300	6.718.134.080.005.800	4.062.907.043.028.830	1
958.789.502.997.377	19.583.710.515.312.800	1.135.186.185.617.760	6.267.475.696.262.480	36.642.892.756.901.400	32.379.486.235.142.400	13.068.242.100.406.900	3.735.308.022.042.610	4.666.916.974.276.830	1
4.633.202.516.472.860	2.089.080.360.528.160	2.930.712.894.458.040	6.125.585.211.067.600	3.040.317.762.783.530	4.562.148.284.792.010	10.817.158.134.503.400	11.111.530.965.742.800	4.751.858.815.287.910	1
6.901.111.019.881.910	15.447.409.165.832.600	2.110.330.318.824.110	7.928.700.188.113.940	3.760.010.706.778.940	4.502.529.740.439.120	14.643.306.487.930.200	7.132.137.208.851.480	361.649.834.167.658	1
779.555.762.878.438	13.609.067.693.820.500	2.648.451.531.637.410	7.555.320.481.391.810	42.650.002.215.244.700	47.141.335.648.522.900	1.454.494.839.517.490	5.149.119.683.736.100	3.629.252.282.459.230	1
6.255.149.748.918.090	1.536.404.934.497.760	2.431.616.333.992.180	8.211.595.059.274.750	3.673.445.340.402.840	29.504.249.226.405.900	1.250.366.064.624.510	9.127.079.222.907.050	3.146.482.535.996.270	1
11.496.858.885.301.900	1.861.252.959.253.380	12.253.303.388.605.200	8.066.979.900.780.300	32.540.934.121.797.200	26.053.175.818.559.700	9.674.082.913.742.550	6.807.392.789.734.230	50.051.931.672.865.400	1
9.347.344.621.102.470	20.163.283.568.822.900	1.374.959.603.662.390	7.333.742.136.171.530	32.204.466.679.436.600	5.124.463.050.206.830	12.434.716.127.111.800	43.827.118.677.426.600	3.615.151.099.257.610	1
10.337.670.863.581.300	1.632.762.251.750.450	21.820.295.875.084.300	7.899.520.922.132.120	3.561.796.373.224.690	5.612.062.376.872.420	14.116.323.805.888.100	56.193.060.622.785.600	5.063.108.914.843.380	1
5.287.982.807.934.920	24.502.346.111.649.300	2.773.371.309.889.200	7.135.063.441.641.850	2.388.440.036.875.370	46.407.484.993.773.700	13.452.179.490.174.600	5.564.236.316.952.610	33.110.340.047.208.200	1
7.617.524.134.239.110	17.959.618.912.885.300	30.308.231.180.576.500	6.952.616.889.200.840	3.294.224.141.796.440	3.554.255.317.460.500	13.400.759.973.148.900	6.622.359.111.562.260	36.983.173.972.917.000	1
7.149.124.567.592.080	20.258.254.227.278.600	2.315.838.909.647.040	6.067.812.010.702.550	30.200.274.315.475.400	3.019.842.395.216.350	17.622.594.764.646.400	4.229.276.649.944.740	3.787.033.414.567.670	1
8.651.389.726.569.340	15.454.694.874.856.400	15.901.285.161.146.200	65.109.801.126.175.700	4.192.163.045.218.500	4.448.435.840.256.900	14.656.725.456.849.500	4.951.517.498.938.420	32.664.097.400.709.000	1
5.290.004.370.919.170	17.473.842.274.732.600	28.697.004.827.070.000	860.678.979.248.583	31.701.646.457.447.200	4.806.803.917.021.800	13.748.302.184.693.200	52.475.867.951.784.100	35.323.224.982.288.700	1
5.369.584.180.846.630	17.083.519.216.307.400	2.719.964.199.265.830	8.065.885.726.265.370	3.760.556.372.888.350	40.183.303.573.343.900	14.081.980.959.228.000	8.174.022.452.363.790	33.574.844.355.981	1
8.040.392.261.051.970	20.063.757.592.628.600	1.299.914.480.401.670	6.696.355.790.704.150	3.568.700.406.041.420	39.401.773.247.312.400	11.100.406.898.066.500	4.362.591.046.091.920	3.017.795.963.114.110	1
8.550.427.814.830.220	20.652.256.592.147.000	10.453.087.323.267.700	648.200.928.116.253	3.261.254.822.387.360	34.782.432.822.189.500	13.997.466.157.892.700	4.229.053.494.959.560	4.903.869.628.421.020	1
7.739.325.711.303.170	2.077.643.262.140.800	30.412.372.331.261.200	7.813.966.644.039.230	28.941.363.611.779.700	27.369.713.915.492.000	19.113.381.561.303.900	52.281.104.276.835.800	3.645.785.495.110.910	1
7.104.594.898.620.110	20.162.711.715.909.100	1.809.397.216.209.050	8.474.123.113.348.940	36.162.918.710.759.900	3.487.329.370.678.050	85.824.611.658.241	4.938.268.379.310.720	476.305.799.060.742	1
8.859.696.040.242.180	1.945.564.817.360.980	20.231.517.645.479.600	6.519.658.507.972.280	3.323.499.485.755.730	4.762.317.098.188.560	1.788.956.925.706.180	5.290.907.057.588.460	4.575.331.195.431.770	1
7.397.544.009.543.930	184.840.924.899.607	1.979.710.854.291.740	8.422.000.034.825.610	3.871.903.037.447.210	4.284.147.839.334.650	131.434.437.950.669	6.233.797.615.381.310	39.471.378.883.607.900	1
5.174.896.031.870.460	20.551.901.855.758.700	12.871.551.219.887.500	709.959.894.625.112	365.684.400.622.355	5.011.939.500.272.530	2.055.867.183.292.860	7.712.345.732.231.290	34.450.280.799.498.800	1
547.098.182.179.818	1.918.130.460.025.500	3.643.579.351.381.370	73.696.494.684.157.100	3.231.200.361.720.610	38.387.105.464.133.800	15.881.381.663.068.900	52.765.049.009.659.500	384.401.987.082.408	1
4.933.106.138.281.650	16.218.438.167.815.200	2.777.108.013.351.930	7.757.701.624.509.670	3.179.354.106.889.350	49.330.406.865.072.400	14.261.742.945.207.800	7.714.210.380.386.370	1.45	1
6.260.891.633.792.800	18.806.180.543.396.900	3.380.922.470.073.780	8.141.301.159.936.110	3.414.980.435.868.670	5.223.012.315.577.490	14.467.501.195.370.300	4.705.015.549.403.310	43.973.861.916.141.800	1
7.693.555.234.691.670	2.243.930.365.267.600	21.856.145.212.583.400	7.041.440.296.130.530	2.752.719.704.299.370	4.048.239.207.884.090	12.848.964.664.042.300	6.315.490.498.054.580	27.506.959.054.782.100	1
5.622.807.134.660.060	19.446.323.893.024.800	16.119.340.190.397.300	6.907.987.009.229.510	3.366.482.070.230.610	4.084.590.810.069.090	16.364.723.814.358.100	7.663.118.557.007.760	39.929.569.014.268.200	1
6.174.884.306.431.650	19.302.796.027.128.700	23.006.242.223.252.200	8.098.312.326.473.610	3.402.533.541.616.690	2.971.126.211.262.140	1.347.515.848.600.730	7.832.522.668.316.620	36.232.977.927.325.600	1
5.039.406.776.379.780	19.440.417.045.632.200	19.336.608.073.355.700	7.194.765.031.466.900	3.392.321.258.939.880	5.158.071.822.194.080	10.728.669.004.117.100	6.112.951.711.869.900	31.269.559.002.913	1
9.809.996.386.872.030	13.911.870.265.383.900	1.681.942.317.944.780	77.919.819.834.792.400	3.610.280.385.830.210	4.381.792.466.789.870	10.951.138.010.235.600	3.453.740.890.850.370	5.538.200.508.227.330	1
8.862.867.931.189.140	18.166.539.789.833.800	1.746.509.588.584.390	7.131.703.512.231.210	35.648.189.007.419.400	5.290.860.026.368.650	15.430.418.183.729.700	606.066.029.122.686	5.758.675.718.947.980	1
7.287.286.375.124.320	2.196.951.233.348.870	18.085.502.817.623.200	6.010.568.765.994.010	27.732.971.312.716.300	40.656.479.354.776.800	1.613.676.600.085.140	5.367.744.855.356.020	3.504.265.054.731.850	1
9.065.894.193.686.970	16.467.480.268.723.100	2.026.040.369.215.630	758.817.501.892.342	30.456.753.698.840.500	4.089.012.696.246.160	1.017.850.005.755.460	8.472.310.655.719.820	42.995.025.459.430.000	1
9.314.522.391.908.300	20.334.164.997.521.300	2.308.721.765.865.110	643.707.052.209.314	2.975.667.642.274.750	3.730.441.718.548.710	16.402.773.463.358.900	7.916.345.643.924.530	3.092.940.473.017.630	1
7.985.406.393.829.890	20.013.469.747.068.500	1.758.308.033.488.380	6.771.728.798.328.560	2.965.698.232.617.670	37.758.420.310.561.200	1.028.928.812.083.930	6.689.074.702.275.410	47.524.517.390.713.000	1
10.289.379.606.190.500	16.278.025.206.078.700	18.869.212.089.820.500	6.906.496.538.174.990	3.441.876.100.515.170	5.856.795.888.322.860	1.885.714.111.400.790	7.429.377.873.862.300	3.500.166.975.577.910	1
398.903.207.830.178	21.607.613.788.740.300	40.175.206.091.417.400	7.487.422.756.527.900	30.980.079.638.709.700	3.990.471.808.706.920	11.186.738.886.754.900	8.695.746.386.587.980	44.094.141.755.632.700	1
4.495.357.678.948.120	23.419.191.634.157.000	14.080.833.708.523.300	6.340.682.430.161.760	2.963.142.195.689.080	3.824.080.743.898.840	17.353.544.583.874.700	59.004.349.138.760.400	4.962.899.585.062.540	1
5.620.533.436.430.030	22.698.783.644.629.100	27.852.097.438.661.600	65.214.708.345.658.300	3.092.280.913.221.310	414.061.545.184.682	1.693.291.131.675.000	7.843.925.128.713.190	34.394.758.481.933.100	1
10.209.955.798.031.300	14.837.923.479.310.500	18.413.096.819.986.400	7.407.967.233.394.090	39.061.901.328.956.700	41.056.817.199.963.200	15.103.624.344.268.200	8.917.848.451.466.800	4.112.597.751.648.240	1
8.558.388.775.285.010	19.888.886.776.012.700	853.540.295.572.258	47.966.658.362.851.700	3.214.034.765.037.290	4.535.711.626.270.170	14.351.624.496.412.500	7.432.620.443.283.510	39.462.277.186.114.700	1
